,影片名,评论内容,评论人,推荐星数,有用数
27,深宫计,"这篇剧评可能有剧透

                        《深宫计》是今年一直非常期待的剧集，除了《宫心计2》（不算《公主嫁到》）的噱头外，最大的亮点便是在卡司上了，小定、陈炜、刘心悠一直是非常喜欢的演员，男色方面更是有马明、萧正楠，还有许久未见的马浚伟，抛开如同加了特效的霸王广告一般的巡礼片（仿佛也奠定了本剧的浮...

                        ?(展开)",imzzz,还行,1
28,深宫计,"如今追深宫计2的应该有以下三类人：一、对港剧有着特殊情怀，爱它的画面，剧情，节奏等等一切一切，虽然我们这代人大都看的TVB，不过老牌港迷仍不忍亚视停播。虽然复播的有些尴尬，不过没关系，有TVB在，就有港剧在。《深宫计》也集结了亚视大咖，里面有我最爱的陈炜，模样酷似...

                        ?(展开)",影中絮,还行,
29,深宫计,"追忆《金枝欲孽》，《深宫计》能否再造TVB辉煌  近日，一部致敬《金枝欲孽》，继承《宫心计》的TVB宫斗大剧《深宫计》，于腾讯视频上和观众见面了。 该剧将背景设置在了唐朝唐隆年间。以太平公主和李隆基联合对付韦后，拥护相王李旦重回大统为起点。  着重演绎出两条主线:朝堂...

                        ?(展开)",潇潇公子麟,较差,
30,深宫计,"1香港是不是没人了啊，每部戏就那么几个老年人谈情说爱的不尬么？一个颜值高的都木有！没有最丑，只有更丑。 2造型真的辣眼睛，这五颜六色真是浓浓的乡土气息，是把于正请去调色了么？还有亮到可以反光的地砖，真是分分钟出戏。 3念台词跟机关枪一样，听着真累，成语的储备量真...

                        ?(展开)",洛汐-Tracy,力荐,7
31,深宫计,"这篇剧评可能有剧透

                        一开始知道定欣是演皇后然后专门百度了一下历史知道结局不好，开场太平的确气势十足，其实如果她不是贪恋权势就不会跟李隆基闹翻，在整个剧情上来说李隆基做的没错呀，不想杀堂弟，太平非要杀了，太子妃说要拆的宫殿也不是针对太平呀，就事论事，如果你家有个地方闹鬼整天人心...

                        ?(展开)",旖旎,较差,
32,深宫计,"这篇剧评可能有剧透

                        首先尊不尊重历史我就不说了，毕竟只是部电视剧，色彩斑斓的服装也不说了，毕竟TVB也得保持它自己特有的风格，但是，每个演员的台词说的就像念台本一样，而且句句咄咄逼人，没有什么细节动作的描写，宫斗基本靠嘴，而且剧情伏笔都不长，所有的套路基本两集之内解释完。而且已经...

                        ?(展开)",着觉,推荐,5
33,深宫计,"虽然道具场景服装艳丽浮夸，但是剧情紧凑，一波三折，不拖沓，不注水，每个配角都很精彩，台词俗语成语虽多，但是也比较符合古代背景，很有文化底蕴，每集结束时也是恰到好处，留下悬念，引起兴趣。真是让人欲罢不能。 内地某些编剧真的该学习下港剧的叙事节奏，人家港剧一集可...

                        ?(展开)",晴天一笑,较差,2
34,深宫计,"这篇剧评可能有剧透

                        荧幕上塑造的太平公主不少，形态各异，但我从来没见过一个如此烦人的反派太平公主。剧中想把她塑造为颇有心计城府颇深，但她却总是把喜怒和攻击在脸上表露无遗，一出场就是个嚣张跋扈的公主，脸谱化很严重。一路下来对三郎的不服、谋害、挑衅都是赤裸裸的手段，哪有什么心计，...

                        ?(展开)",叶应心,推荐,4
35,深宫计,"这篇剧评可能有剧透

                        深宫计，看了几集，不错。花里胡哨，艳俗气质又如何？符合我大唐盛世繁华的人文景观。一样还是TVB的味道。后宫争斗同样的勾心斗角、尔虞我诈、一发不可收拾。 延续了一贯的后宫们撕逼扯肺之战。这次虽然没有杨怡、佘诗曼等第一部中的两大女戏精加入，但是却增添了胡定欣和陈炜...

                        ?(展开)",喵喵星辣妈,推荐,5
36,深宫计,"自古帝王，必有符命，兄弟相及，存诸典礼。朕以孤藐，遭家艰难，顾兹蒙识，未洽治途。茫茫四海，将何所属，累圣丕基，若坠于地。王室多难，义择长君，思与群公，推崇明圣。叔父相王，高宗之子，昔以天下，让于先帝，孝友宽简，彰信兆人。神龙之初，己有明旨，将立太弟，以为副...

                        ?(展开)",Cinderella,还行,2
